"symbol","nameEN","ALPHA","MKT","SMB","HML","RMW","CMA","R2adj"
"ROJNA","ROJANA INDUSTRIAL PARK PUBLIC COMPANY LIMITED","-9e-05","1.26512","0.91303","0.26358","-0.24146","-0.02863","0.25741"
"RP","RAJA FERRY PORT PUBLIC COMPANY LIMITED","-0.00087","1.23093","0.90476","0.19817","-0.2541","0.17888","0.1144"
"RPC","RPCG PUBLIC COMPANY LIMITED","-0.00023","1.33605","1.36245","0.16552","-0.138","0.2215","0.11404"
"RPH","RATCHAPHRUEK HOSPITAL PUBLIC COMPANY LIMITED","0.00023","0.49694","0.27685","-0.05223","-0.01786","-0.21438","0.09762"
"RS","RS PUBLIC COMPANY LIMITED","0.00031","1.25863","0.99006","-0.52072","0.16259","0.07766","0.1833"
"RSP","RICH SPORT PUBLIC COMPANY LIMITED","-0.00054","1.32708","1.10811","0.10554","-0.12239","0.063","0.16132"
"RWI","RAYONG WIRE INDUSTRIES PUBLIC COMPANY LIMITED","-0.00049","1.00239","0.88129","0.05842","0.10289","-0.01385","0.07598"
"S","SINGHA ESTATE PUBLIC COMPANY LIMITED","-2e-04","1.34459","1.05536","0.28586","-0.12165","0.13832","0.19209"
"S11","S 11 GROUP PUBLIC COMPANY LIMITED","-0.00057","1.05993","0.61464","0.19267","-0.01905","0.07493","0.1829"
"SA","SIAMESE ASSET PUBLIC COMPANY LIMITED","0.00038","0.77521","0.19191","0.01716","-0.02315","0.07478","0.04812"
"SAAM","SAAM DEVELOPMENT PUBLIC COMPANY LIMITED","0.0015","0.72286","0.98048","0.20112","-0.13504","0.15316","0.04348"
"SABINA","SABINA PUBLIC COMPANY LIMITED","1e-04","0.66673","0.16549","-0.13253","0.02167","-0.06934","0.13684"
"SABUY","SABUY TECHNOLOGY PUBLIC COMPANY LIMITED","0.00169","1.95431","1.59694","0.23211","0.50863","-0.20197","0.15824"
"SAF","S.A.F. SPECIAL STEEL PUBLIC COMPANY LIMITED","-0.00287","2.02354","2.08919","0.15606","-0.23795","-0.94925","0.28489"
"SAFARI","SAFARI WORLD PUBLIC COMPANY LIMITED","0","0","0","0","0","0","NaN"
"SAK","SAKSIAM LEASING PUBLIC COMPANY LIMITED","-0.00108","1.57219","0.90275","-0.07117","-0.2624","-0.0997","0.24914"
"SALEE","SALEE INDUSTRY PUBLIC COMPANY LIMITED","-2e-04","0.80532","0.96048","0.25604","-0.2889","0.07607","0.08403"
"SAM","SAMCHAI STEEL INDUSTRIES PUBLIC COMPANY LIMITED","-4e-04","1.42738","1.41647","0.28415","-0.23336","0.28479","0.15513"
"SAMART","SAMART CORPORATION PUBLIC COMPANY LIMITED","-0.00047","1.27057","0.77067","-0.07607","-0.34799","0.1688","0.17172"
"SAMCO","SAMMAKORN PUBLIC COMPANY LIMITED","-0.00021","0.94571","1.13057","0.1587","-0.06989","0.00926","0.10466"
"SAMTEL","SAMART TELCOMS PUBLIC COMPANY LIMITED","-0.00058","1.23509","0.72015","-0.05609","-0.24555","0.0911","0.19263"
"SANKO","SANKO DIECASTING (THAILAND) PUBLIC COMPANY LIMITED","0.00018","0.97345","1.15683","0.11419","-0.15774","0.25483","0.08636"
"SAPPE","SAPPE PUBLIC COMPANY LIMITED","0.00063","1.03545","0.97142","-0.28899","0.45758","-0.01277","0.14012"
"SAT","SOMBOON ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED","0","0.90953","0.61524","0.24172","0.30104","0.1677","0.15558"
"SAUCE","THAITHEPAROS PUBLIC COMPANY LIMITED","2e-04","0.17931","0.14475","-0.01245","-0.00043","0.06518","0.02038"
"SAV","Samart Aviation Solutions Public Company Limited","0.12426","17.70084","2.97137","NaN","SAV.BK","0.12426","17.70084"
"SAWAD","SRISAWAD CORPORATION PUBLIC COMPANY LIMITED","0.00092","1.45697","0.45091","-0.17668","0.21174","-0.53249","0.27575"
"SAWANG","SAWANG EXPORT PUBLIC COMPANY LIMITED","6e-04","0.52055","0.52762","0.10913","-0.26551","0.0842","0.01329"
"SBNEXT","SABUY CONNEXT TECH PUBLIC COMPANY LIMITED","-0.00012","1.3146","1.23102","0.01847","0.11955","0.09393","0.1327"
"SC","SC ASSET CORPORATION PUBLIC COMPANY LIMITED","0","0.93906","0.55303","0.21231","-0.02147","0.00987","0.25338"
"SCAP","SRISAWAD CAPITAL 1969 PUBLIC COMPANY LIMITED","0.00077","1.27081","0.66393","0.05299","0.02433","-0.16883","0.15109"
"SCB","SCB X PUBLIC COMPANY LIMITED","0.00102","1.09391","0.2554","0.69585","0.50081","0.34322","0.06349"
"SCC","THE SIAM CEMENT PUBLIC COMPANY LIMITED","-0.00013","0.78412","-0.21119","0.00696","-0.00047","-0.04688","0.37899"
"SCCC","SIAM CITY CEMENT PUBLIC COMPANY LIMITED","-0.00046","0.68736","0.01598","0.12835","-0.04182","-0.05598","0.22846"
"SCG","SAHACOGEN (CHONBURI) PUBLIC COMPANY LIMITED","-3e-05","0.28081","0.30174","-0.09175","0.09132","0.11887","0.01774"
"SCGP","SCG PACKAGING PUBLIC COMPANY LIMITED","2e-05","0.74186","0.1638","-0.16641","-0.03736","-0.12121","0.11453"
"SCI","SCI ELECTRIC PUBLIC COMPANY LIMITED","-0.00091","1.51757","1.54204","0.08309","0.01772","0.03","0.18128"
"SCM","SUCCESSMORE BEING PUBLIC COMPANY LIMITED","0.00096","0.80562","0.78709","0.08633","-0.0364","-0.19305","0.03821"
"SCN","SCAN INTER PUBLIC COMPANY LIMITED","-0.00077","1.33645","1.15904","-0.01654","-0.18558","0.07201","0.19792"
"SCP","SOUTHERN CONCRETE PILE PUBLIC COMPANY LIMITED","-0.00036","0.93076","0.73581","0.11265","-0.00121","0.06606","0.23474"
"SDC","SAMART DIGITAL PUBLIC COMPANY LIMITED","-0.00084","1.49818","1.28129","0.21255","-0.02245","-0.13335","0.07058"
"SE","SIAMEAST SOLUTIONS PUBLIC COMPANY LIMITED","-0.00011","1.16378","1.16552","0.1352","0.18829","-0.08683","0.12602"
"SEAFCO","SEAFCO PUBLIC COMPANY LIMITED","0.00016","1.34047","0.87904","0.06264","-0.09939","-0.1201","0.30379"
"SEAOIL","SEA OIL PUBLIC COMPANY LIMITED","0.00011","1.44136","0.91121","0.26617","-0.04233","0.10294","0.14163"
"SECURE","NFORCE SECURE PUBLIC COMPANY LIMITED","-0.00028","1.7703","1.51221","-0.08118","-0.43424","-0.43354","0.23338"
"SELIC","SELIC CORP PUBLIC COMPANY LIMITED","0.00019","0.7902","0.98462","0.22964","0.22884","0.02703","0.06144"
"SENA","SENADEVELOPMENT PUBLIC COMPANY LIMITED","0.00012","0.99754","0.59687","0.26554","0.00388","0.0402","0.23136"
"SENX","SEN X PUBLIC COMPANY LIMITED","-0.00109","2.00939","0.55606","0.12708","-1.2357","-0.10606","0.18273"
"SFLEX","STARFLEX PUBLIC COMPANY LIMITED","0.00049","0.6603","0.88218","-0.06036","-0.12548","-0.04337","0.07903"
"SFT","SHRINKFLEX (THAILAND) PUBLIC COMPANY LIMITED","-0.00031","0.70029","0.75605","0.15126","-0.17007","0.2533","0.1008"
"SGC","SG Capital Public Company Limited","-0.00256","2.9322","3.49598","-0.96886","-0.70035","-0.41171","0.37172"
"SGF","SGF CAPITAL PUBLIC COMPANY LIMITED","-5e-04","1.20578","0.86107","0.10513","0.23761","-0.21892","0.09706"
"SGP","SIAMGAS AND PETROCHEMICALS PUBLIC COMPANY LIMITED","3e-05","1.18793","0.53631","0.297","0.13451","0.12771","0.19377"
"SHANG","SHANGRI-LA HOTEL PUBLIC COMPANY LIMITED","4e-05","0.28028","0.2382","0.10177","0.07439","0.07759","0.02063"
"SHR","S HOTELS AND RESORTS PUBLIC COMPANY LIMITED","-0.00056","1.48158","0.74112","0.26777","-0.38179","0.0757","0.34146"
"SIAM","SIAM STEEL INTERNATIONAL PUBLIC COMPANY LIMITED","-0.00022","0.77354","0.81413","0.27029","0.04569","0.16917","0.09529"
"SICT","SILICON CRAFT TECHNOLOGY PUBLIC COMPANY LIMITED","0.00061","1.46214","1.72393","-0.11821","0.30684","-0.11815","0.1544"
"SIMAT","SIMAT TECHNOLOGIES PUBLIC COMPANY LIMITED","-0.00017","0.99405","1.16625","-0.03136","0.10699","0.00998","0.10579"
"SINGER","SINGER THAILAND PUBLIC COMPANY LIMITED","-8e-05","1.52818","1.47725","-0.32142","0.47568","0.03868","0.19773"
"SINO","Sino Logistics Corporation Public Company Limited","-0.01513","7.75464","3.90406","-9.41949","10.21027","13.52574","-1.37627"
"SIRI","SANSIRI PUBLIC COMPANY LIMITED","-8e-05","1.27932","0.59979","0.24675","-0.0471","-0.04365","0.25958"
"SIRIP","SIRI PRIME OFFICE PROPERTY FUND","0.0016","-0.28335","0.0513","0.1993","0.08574","-1.58146","0.01972"
"SIS","SIS DISTRIBUTION (THAILAND) PUBLIC COMPANY LIMITED","0.00067","1.08659","0.95436","0.07246","0.49176","0.11096","0.12865"
"SISB","SISB PUBLIC COMPANY LIMITED","0.00162","1.27337","0.89302","-0.61334","-0.24325","-0.04504","0.23285"
"SITHAI","SRITHAI SUPERWARE PUBLIC COMPANY LIMITED","-0.00019","0.98812","1.06925","0.27073","-0.08224","0.08789","0.15433"
"SJWD","SCGJWD LOGISTICS PUBLIC COMPANY LIMITED","0.00037","1.46788","1.18992","-0.21751","-0.08632","-0.07374","0.25117"
"SK","SIRAKORN PUBLIC COMPANY LIMITED","-0.00128","1.29758","1.63633","0.647","0.24165","0.21505","0.14139"
"SKE","SAKOL ENERGY PUBLIC COMPANY LIMITED","-0.00055","1.34319","0.92622","-0.05424","-0.48797","-0.03072","0.15588"
"SKN","S.KIJCHAI ENTERPRISE PUBLIC COMPANY LIMITED","-0.00019","1.18618","1.08967","0.22667","-0.04996","0.07299","0.11471"
"SKR","SIKARIN PUBLIC COMPANY LIMITED","0.00065","0.31741","0.32202","0.0692","0.07926","0.02852","0.03888"
"SKY","SKY ICT PUBLIC COMPANY LIMITED","0.00137","0.95946","0.76139","-0.25834","-0.32646","0.12714","0.0866"
"SLM","SLM CORPORATION PUBLIC COMPANY LIMITED","-0.00035","0.24593","0.28739","-0.07388","-0.21262","0.00529","0.00738"
"SLP","SALEE PRINTING PUBLIC COMPANY LIMITED","-0.00053","1.2389","1.26814","0.13174","0.08344","0.06694","0.12061"
"SM","STAR MONEY PUBLIC COMPANY LIMITED","-0.00121","1.44219","1.01553","-0.19354","-0.44159","-0.51418","0.2201"
"SMART","SMART CONCRETE PUBLIC COMPANY LIMITED","-0.00032","0.95184","1.14048","0.20661","-0.04579","0.10716","0.11195"
"SMD","SAINTMED PUBLIC COMPANY LIMITED","-0.00096","0.43053","0.92428","0.06276","0.45714","0.0558","0.06568"
"SMIT","SAHAMIT MACHINERY PUBLIC COMPANY LIMITED","-1e-05","0.33444","0.29023","0.11472","-0.02809","-0.04589","0.04934"
"SMK","SYN MUN KONG INSURANCE PUBLIC COMPANY LIMITED","-0.00117","0.33542","0.17137","-0.09325","0.19778","0.05963","0.00711"
"SMPC","SAHAMITR PRESSURE CONTAINER PUBLIC COMPANY LIMITED","0.00078","0.87738","0.67144","0.20518","0.05053","-0.12786","0.09772"
"SMT","STARS MICROELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED","0.00023","1.18631","1.15915","0.03916","0.43236","0.24014","0.11111"
"SNC","SNC FORMER PUBLIC COMPANY LIMITED","-0.00021","0.70234","0.59083","0.01405","0.03013","0.00126","0.13662"
"SNNP","SRINANAPORN MARKETING PUBLIC COMPANY LIMITED","0.00139","1.47121","1.30954","-0.5636","0.18251","0.51648","0.21628"
"SNP","S & P SYNDICATE PUBLIC COMPANY LIMITED","-0.00016","0.3716","0.08098","0.00592","0.04438","-0.03539","0.06079"
"SO","SIAMRAJATHANEE PUBLIC COMPANY LIMITED","0.00056","0.86362","0.98005","0.08477","-0.05553","0.11182","0.07442"
"SOLAR","SOLARTRON PUBLIC COMPANY LIMITED","-6e-04","1.5209","1.66853","0.04444","0.18462","-0.02298","0.14657"
"SONIC","SONIC INTERFREIGHT PUBLIC COMPANY LIMITED","2e-05","1.13426","1.54912","0.12998","-0.03582","0.13043","0.17743"
"SORKON","S. KHONKAEN FOODS PUBLIC COMPANY LIMITED","-2e-05","0.40616","0.32671","-7e-05","-0.11009","-0.04545","0.04344"
"SPA","SIAM WELLNESS GROUP PUBLIC COMPANY LIMITED","0.00076","1.31901","0.76092","-0.05399","0.0041","0.03539","0.22189"
"SPACK","S. PACK & PRINT PUBLIC COMPANY LIMITED","3e-04","0.67377","0.9495","0.10905","-0.07134","0.02229","0.0351"
"SPALI","SUPALAI PUBLIC COMPANY LIMITED","8e-05","0.85692","0.27925","0.09929","-0.02418","-0.12853","0.21234"
"SPC","SAHA PATHANAPIBUL PUBLIC COMPANY LIMITED","0.00018","0.21094","0.16991","0.03592","-0.01047","-0.06368","0.02262"
"SPCG","SPCG PUBLIC COMPANY LIMITED","-0.00021","0.80315","0.27204","-0.01669","-0.04015","-0.1127","0.20293"
"SPG","THE SIAM PAN GROUP PUBLIC COMPANY LIMITED","0.00019","0.32108","0.41618","0.17284","0.4124","0.12094","0.01183"
"SPI","SAHA PATHANA INTER-HOLDING PUBLIC COMPANY LIMITED","5e-04","0.27939","0.20251","0.04457","-0.07336","0.13916","0.01688"
"SPRC","STAR PETROLEUM REFINING PUBLIC COMPANY LIMITED","3e-05","1.28392","0.03224","0.61886","0.15718","0.00912","0.26069"
"SPRIME","S PRIME GROWTH LEASEHOLD REAL ESTATE INVESTMENT TRUST","-0.00054","0.33103","0.14017","0.14526","-0.00669","-0.13399","0.04787"
"SPVI","S P V I PUBLIC COMPANY LIMITED","0.00067","1.77893","1.51634","0.19907","0.10448","0.00752","0.17786"
"SQ","SAHAKOL EQUIPMENT PUBLIC COMPANY LIMITED","-0.00053","1.40712","0.91879","0.13941","0.00014","-0.12448","0.18141"
"SR","SIAMRAJ PUBLIC COMPANY LIMITED","-0.00029","1.09656","0.94043","0.15378","-0.23865","-0.15896","0.08138"
"SRICHA","SRIRACHA CONSTRUCTION PUBLIC COMPANY LIMITED","-0.00061","1.05347","1.03316","0.01292","-0.32267","-0.05567","0.12698"
"SRIPANWA","SRI PANWA HOSPITALITY REAL ESTATE INVESTMENT TRUST","-4e-04","0.38054","0.18452","0.24641","0.04829","-0.05571","0.08976"
"SSC","SERMSUK PUBLIC COMPANY LIMITED","-2e-04","0.57363","0.17175","0.05141","-0.25207","-0.0145","0.04057"
"SSF","SURAPON FOODS PUBLIC COMPANY LIMITED","0.00019","0.35966","0.49819","0.33837","-0.01129","-0.05181","0.02049"
"SSP","SERMSANG POWER CORPORATION PUBLIC COMPANY LIMITED","0.00024","0.83371","0.63003","-0.02917","-0.2562","-0.13795","0.15251"
"SSPF","SALA @ SATHORN PROPERTY FUND","-0.00176","0.05732","1.09033","0.84198","0.30945","-0.16249","0.0346"
"SSS","STAR SITTHI SOLUTION PUBLIC COMPANY LIMITED","7e-05","0.6658","0.5506","-0.08435","-0.16127","0.05118","0.01867"
"SSSC","SIAM STEEL SERVICE CENTER PUBLIC COMPANY LIMITED","-0.00028","0.51351","0.37824","0.10233","-0.0501","0.00569","0.10496"
"SST","SUB SRI THAI PUBLIC COMPANY LIMITED","1e-05","0.66512","0.7523","0.21186","-0.04078","-1e-04","0.07536"
"SSTRT","SUB SRI THAI REAL ESTATE INVESTMENT TRUST","-0.00025","0.11056","0.07686","0.05258","0.03476","0.02507","0.00621"
"STA","SRI TRANG AGRO-INDUSTRY PUBLIC COMPANY LIMITED","0.00018","0.98502","0.73331","0.27016","-0.16602","-0.05944","0.10364"
"STANLY","THAI STANLEY ELECTRIC PUBLIC COMPANY LIMITED","-8e-05","0.41339","0.17809","0.08823","-0.08326","-0.03455","0.08209"
"STARK","STARK CORPORATION PUBLIC COMPANY LIMITED","-0.00082","1.00155","1.0466","-0.13183","-0.54667","-0.03495","0.04569"
"STC","STC CONCRETE PRODUCT PUBLIC COMPANY LIMITED","-0.00013","0.98124","0.81466","0.37285","-0.22881","-0.08706","0.1532"
"STEC","SINO-THAI ENGINEERING AND CONSTRUCTION PUBLIC CO.,LTD.","-0.00022","1.37203","0.38999","-0.09061","-0.45801","-0.24152","0.3099"
"STECH","SIAM TECHNIC CONCRETE PUBLIC COMPANY LIMITED","-0.00107","0.91382","0.76401","0.3131","-0.2518","0.19888","0.13025"
"STGT","SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED","-0.0021","0.53732","0.9329","-0.21964","0.11633","0.03498","0.05516"
"STHAI","SHUN THAI RUBBER GLOVES INDUSTRY PUBLIC CO., LTD","0.00012","-0.01175","-0.0873","-0.21798","-0.08473","-0.2222","-0.00063"
"STI","STONEHENGE INTER PUBLIC COMPANY LIMITED","0.00032","0.69225","0.89538","-0.12877","0.13903","0.19038","0.0628"
"STOWER","SKY TOWER PUBLIC COMPANY LIMITED","0.00553","1.72304","1.66381","-0.878","-0.587","0.94764","0.01492"
"STP","SAHATHAI PRINTING & PACKAGING PUBLIC COMPANY LIMITED","-0.00172","1.30261","1.84051","-0.19019","0.37851","0.46189","0.24844"
"STPI","STP&I PUBLIC COMPANY LIMITED","-0.00066","1.5293","0.90771","0.14259","-0.24466","-0.05483","0.25896"
"SUC","SAHA-UNION PUBLIC COMPANY LIMITED","-0.00012","0.35966","0.34112","0.19644","-0.00674","-0.00226","0.10007"
"SUN","SUNSWEET PUBLIC COMPANY LIMITED","0.00062","1.48949","1.61466","0.04648","-0.04396","-0.04274","0.18153"
"SUPER","SUPER ENERGY CORPORATION PUBLIC COMPANY LIMITED","0.00047","1.40021","1.09812","-0.23766","-0.38381","0.0161","0.1431"
"SUPEREIF","SUPER ENERGY POWER PLANT INFRASTRUCTURE FUND","-0.00214","0.28626","0.16962","0.27221","0.30145","0.24014","0.03603"
"SUSCO","SUSCO PUBLIC COMPANY LIMITED","-3e-05","1.18375","0.89686","0.32928","0.02977","-0.00861","0.23406"
"SUTHA","GOLDEN LIME PUBLIC COMPANY LIMITED","-0.00019","0.77917","0.71702","0.21273","0.08791","-0.01182","0.06616"
"SVI","SVI PUBLIC COMPANY LIMITED","0.00034","1.07015","1.05026","0.02009","0.51343","0.15423","0.12233"
"SVOA","SVOA PUBLIC COMPANY LIMITED","0.00015","1.43818","1.6602","0.23118","0.0874","0.13192","0.218"
"SVR","SIVAROM REAL ESTATE PUBLIC COMPANY LIMITED","0.00071","2.58048","0.7297","-0.09315","-0.38194","0.22777","0.1674"
"SVT","SUN VENDING TECHNOLOGY PUBLIC COMPANY LIMITED","0.00027","1.585","1.35979","0.52421","-0.12632","-0.40162","0.12667"
"SWC","SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED","0.00028","0.61515","0.52845","0.01837","-0.02772","0.02216","0.05095"
"SYMC","SYMPHONY COMMUNICATION PUBLIC COMPANY LIMITED","-7e-05","0.7351","0.76414","0.14683","-0.01262","-0.08248","0.07986"
"SYNEX","SYNNEX (THAILAND) PUBLIC COMPANY LIMITED","0.00061","1.33325","1.09076","-0.17748","0.58479","0.1518","0.18721"
"SYNTEC","SYNTEC CONSTRUCTION PUBLIC COMPANY LIMITED","-1e-05","1.44323","0.90149","0.30882","-0.02716","-0.14193","0.33081"
"TACC","T.A.C. CONSUMER PUBLIC COMPANY LIMITED","0.00031","1.13103","0.82688","-0.28827","0.01509","-0.18718","0.17302"
"TAE","THAI AGRO ENERGY PUBLIC COMPANY LIMITED","-0.00069","0.82677","0.62628","0.18591","0.02297","0.0053","0.14958"
"TAKUNI","TAKUNI GROUP PUBLIC COMPANY LIMITED","0.00034","1.31058","1.36444","0.07534","-0.06558","0.01626","0.11631"
"TAPAC","TAPACO PUBLIC COMPANY LIMITED","0.00027","1.02221","1.25931","0.14587","-0.01606","0.0286","0.08555"
"TASCO","TIPCO ASPHALT PUBLIC COMPANY LIMITED","0.00055","1.10337","0.73512","-0.1557","-0.3198","-0.11498","0.15922"
"TBN","TBN Corporation Public Company Limited","-0.00867","1.16065","-0.17779","-1.51266","0.86438","-1.06573","0.05385"
"TC","TROPICAL CANNING (THAILAND) PUBLIC COMPANY LIMITED","0.00044","0.61217","0.75015","0.1194","-0.09348","-0.05263","0.05758"
"TCAP","THANACHART CAPITAL PUBLIC COMPANY LIMITED","0.00015","0.82007","0.0583","0.39059","-0.14543","-0.14047","0.27166"
"TCC","THAI CAPITAL CORPORATION PUBLIC COMPANY LIMITED","0.00018","1.15196","1.3075","0.28216","-0.34923","0.1518","0.07221"
"TCJ","T.C.J. ASIA PUBLIC COMPANY LIMITED","-0.00037","0.78904","0.81466","0.03742","0.00184","-0.03113","0.07442"
"TCMC","TCM CORPORATION PUBLIC COMPANY LIMITED","-0.00014","1.31635","1.22974","0.17602","0.15356","0.02469","0.14013"
"TCOAT","THAI COATING INDUSTRIAL PUBLIC COMPANY LIMITED","0.00052","0.17693","0.22222","0.22215","-0.00648","-0.04444","0.00245"
"TEAM","TEAM PRECISION PUBLIC COMPANY LIMITED","0.00094","1.60191","1.50355","0.19342","0.04105","-0.06262","0.13244"
"TEAMG","TEAM CONSULTING ENGINEERING AND MANAGEMENT PUBLIC COMPANY LIMITED","0.00077","1.38677","1.53616","-0.46779","-0.0482","0.1389","0.1339"
"TEGH","Thai Eastern Group Holdings Public Company Limited","-0.00129","1.33161","1.66836","0.42261","-0.1407","0.13661","0.12815"
"TEKA","TEKA CONSTRUCTION PUBLIC COMPANY LIMITED","-0.00051","1.55862","1.64625","0.54849","-0.40057","-0.40329","0.19139"
"TFFIF","THAILAND FUTURE FUND","0","0.36868","0.14744","0.13317","-0.03493","-0.05137","0.08831"
"TFG","THAIFOODS GROUP PUBLIC COMPANY LIMITED","5e-04","1.33659","0.84614","-0.14842","-0.31347","0.01917","0.19118"
"TFI","THAI FUTURE INCORPORATION PUBLIC COMPANY LIMITED","0.00057","1.49753","1.16426","-0.11967","-0.70844","0.25566","0.04199"
"TFM","THAI UNION FEEDMILL PUBLIC COMPANY LIMITED","-0.00113","0.70017","0.72081","0.10453","0.14053","0.06501","0.07101"
"TFMAMA","THAI PRESIDENT FOODS PUBLIC COMPANY LIMITED","0.00012","0.21344","0.05744","-0.0232","-0.01683","-0.06567","0.02128"
"TGE","THACHANG GREEN ENERGY PUBLIC COMPANY LIMITED","0.00017","0.98372","1.5108","0.28975","-0.16769","0.28591","0.11966"
"TGH","THAI GROUP HOLDINGS PUBLIC COMPANY LIMITED","-0.00051","0.34898","0.29555","-0.15096","0.05035","0.20678","0.00917"
"TGPRO","THAI-GERMAN PRODUCTS PUBLIC COMPANY LIMITED","2e-04","1.07782","1.39156","0.05381","-0.27572","-0.05572","0.03934"
"TH","TONG HUA HOLDING PUBLIC COMPANY LIMITED","0.00027","1.42006","1.62124","-0.09319","0.0724","0.25325","0.11305"
"THAI","THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED","-4e-04","1.0593","0.40283","0.07103","-0.02649","-0.27639","0.10872"
"THANA","THANASIRI GROUP PUBLIC COMPANY LIMITED","0.00042","1.1352","1.14971","-0.06776","-0.25445","0.09198","0.06579"
"THANI","RATCHTHANI LEASING PUBLIC COMPANY LIMITED","3e-04","1.34622","0.84173","-0.03722","0.08594","-0.05975","0.19521"
"THCOM","THAICOM PUBLIC COMPANY LIMITED","-0.00039","1.2764","1.04349","-0.11992","-0.28791","0.34752","0.15102"
"THE","THE STEEL PUBLIC COMPANY LIMITED","0","0.6684","0.63892","0.15908","0.05211","0.04623","0.05644"
"THG","THONBURI HEALTHCARE GROUP PUBLIC COMPANY LIMITED","0.00058","0.57136","0.02792","-0.12259","-0.07695","-0.03385","0.08838"
"THIP","THANTAWAN INDUSTRY PUBLIC COMPANY LIMITED","0.00059","0.51196","0.45438","0.12942","-0.0141","-0.00291","0.05312"
"THMUI","THAI MUI CORPORATION PUBLIC COMPANY LIMITED","-0.00041","1.30897","1.16319","0.49071","0.18858","0.20615","0.10275"
"THRE","THAI REINSURANCE PUBLIC COMPANY LIMITED","-6e-04","1.06293","0.75097","0.15713","0.06551","0.06832","0.14246"
"THREL","THAIRE LIFE ASSURANCE PUBLIC COMPANY LIMITED","-0.00055","1.06388","0.77178","0.12434","-0.1168","0.04449","0.16136"
"TIDLOR","NGERN TID LOR PUBLIC COMPANY LIMITED","-0.00103","1.42131","0.37215","-0.03135","0.28074","0.00756","0.21679"
"TIF1","THAI INDUSTRIAL FUND 1","0.00038","0.19307","0.02614","-0.00844","-0.08176","-0.06657","0.00369"
"TIGER","THAI ENGER HOLDING PUBLIC COMPANY LIMITED","-0.00071","0.61713","0.93728","0.0167","-0.18507","0.12555","0.0371"
"TIPCO","TIPCO FOODS PUBLIC COMPANY LIMITED","6e-05","1.28232","1.03369","0.04667","-0.23847","0.02271","0.18215"
"TIPH","DHIPAYA GROUP HOLDINGS PUBLIC COMPANY LIMITED","0.00078","0.90207","1.06612","-0.12711","-0.28305","-0.19694","0.09915"
"TISCO","TISCO FINANCIAL GROUP PUBLIC COMPANY LIMITED","0.00038","0.6894","-0.06691","0.17268","-0.06107","-0.05691","0.20456"
"TITLE","RHOM BHO PROPERTY PUBLIC COMPANY LIMITED","0.00074","0.68147","0.73994","0.11624","0.15891","0.04188","0.0458"
"TK","THITIKORN PUBLIC COMPANY LIMITED","-0.00021","0.92843","0.5972","0.19634","0.14732","-0.04041","0.17009"
"TKC","TURNKEY COMMUNICATION SERVICES PUBLIC COMPANY LIMITED","-0.00014","1.39877","0.62957","-0.03172","0.39335","0.41583","0.16222"
"TKN","TAOKAENOI FOOD & MARKETING PUBLIC COMPANY LIMITED","0.00067","1.67909","1.20953","-0.42731","0.00199","-0.00802","0.2054"
"TKS","T.K.S. TECHNOLOGIES PUBLIC COMPANY LIMITED","0.00013","1.178","1.07005","0.00212","0.29815","0.12715","0.21275"
"TKT","T.KRUNGTHAI INDUSTRIES PUBLIC COMPANY LIMITED","2e-04","0.81953","1.11001","0.02644","-0.08834","0.38583","0.05049"
"TLHPF","THAILAND HOSPITALITY PROPERTY FUND","-0.00038","0.20568","0.00311","0.11811","0.09047","-0.09497","0.00478"
"TLI","THAI LIFE INSURANCE PUBLIC COMPANY LIMITED","-0.00023","1.05952","0.62841","0.38214","-0.08133","-0.10388","0.12489"
"TM","TECHNO MEDICAL PUBLIC COMPANY LIMITED","-0.00015","0.87283","0.7323","0.076","-0.24083","-0.03204","0.09566"
"TMC","T.M.C. INDUSTRIAL PUBLIC COMPANY LIMITED","-4e-05","1.0854","1.15725","-0.06453","-0.31882","0.26076","0.0787"
"TMD","THAI METAL DRUM MANUFACTURING PUBLIC COMPANY LIMITED","0.00012","0.32849","0.18396","0.10693","0.11929","-0.02988","0.05814"
"TMI","TEERA-MONGKOL INDUSTRY PUBLIC COMPANY LIMITED","0.00011","0.87263","0.84591","0.06213","-0.17792","0.16018","0.07988"
"TMILL","T S FLOUR MILL PUBLIC COMPANY LIMITED","0.00015","0.68507","0.60533","0.12155","0.0074","0.01802","0.09625"
"TMT","TMT STEEL PUBLIC COMPANY LIMITED","-1e-05","0.59147","0.55004","0.14343","-0.10487","0.14923","0.12179"
"TMW","THAI MITSUWA PUBLIC COMPANY LIMITED","0.00016","0.58326","0.40508","0.21576","0.06483","0.05324","0.07322"
"TNDT","THAI NONDESTRUCTIVE TESTING PUBLIC COMPANY LIMITED","-0.00038","0.98045","1.2255","0.02972","-0.05963","-0.12048","0.08011"
"TNH","THAI NAKARIN HOSPITAL PUBLIC COMPANY LIMITED","0.00042","0.57059","0.39049","0.11046","0.06324","-0.07427","0.10726"
"TNITY","TRINITY WATTHANA PUBLIC COMPANY LIMITED","-6e-05","0.62834","0.7931","0.26105","0.03934","-0.04839","0.08886"
